Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,2.031667,2.060000,1.956667,1.965000,1.804380,106671600
2005-01-04,1.979167,1.982500,1.842500,1.872500,1.719441,79022400
2005-01-05,1.852500,1.912500,1.842500,1.890000,1.735511,72481200
2005-01-06,1.923333,1.945833,1.858333,1.871667,1.718677,56356800
2005-01-07,1.875833,1.890000,1.808333,1.835833,1.685771,76309200
2005-01-10,1.841667,1.858333,1.829167,1.840000,1.689598,57955200
2005-01-11,1.822500,1.832500,1.755833,1.783333,1.637563,109338000
2005-01-12,1.799167,1.805833,1.725000,1.768333,1.623789,105780000
2005-01-13,1.772500,1.833333,1.733333,1.786667,1.640625,89876400
2005-01-14,1.820000,1.824167,1.775000,1.792500,1.645981,57391200
2005-01-18,1.772500,1.825000,1.768333,1.820833,1.671998,46455600
2005-01-19,1.829167,1.833333,1.771667,1.779167,1.633737,33649200
2005-01-20,1.743333,1.826667,1.743333,1.783333,1.637563,64008000
2005-01-21,1.785833,1.821667,1.780000,1.786667,1.640625,59635200
2005-01-24,1.776667,1.802500,1.705000,1.715000,1.574816,46370400
2005-01-25,1.722500,1.769167,1.712500,1.745000,1.602363,43970400
2005-01-26,1.750833,1.791667,1.721667,1.767500,1.623024,42912000
2005-01-27,1.770833,1.917500,1.760000,1.909167,1.753112,100291200
2005-01-28,1.916667,1.924167,1.865000,1.906667,1.750816,67105200
2005-01-31,1.922500,1.945833,1.883333,1.910000,1.753876,56296800
2005-02-01,1.908333,1.954167,1.896667,1.945833,1.786780,50718000
2005-02-02,2.022500,2.070000,1.965000,2.054167,1.886259,203540400
2005-02-03,2.032500,2.046667,2.004167,2.032500,1.866363,69012000
2005-02-04,2.033333,2.155000,2.032500,2.149167,1.973494,80644800
2005-02-07,2.151667,2.191667,2.104167,2.123333,1.949771,52162800
2005-02-08,2.110000,2.178333,2.103333,2.144167,1.968902,45577200
2005-02-09,2.150000,2.156667,2.058333,2.069167,1.900033,78375600
2005-02-10,2.080000,2.128333,2.072500,2.117500,1.944415,60237600
2005-02-11,2.104167,2.195000,2.096667,2.179167,2.001040,55651200
2005-02-14,2.178333,2.186667,2.125000,2.133333,1.958954,43290000
2005-02-15,2.147500,2.220833,2.144167,2.152500,1.976554,74850000
2005-02-16,2.145833,2.176667,2.106667,2.145000,1.969668,46646400
2005-02-17,2.174167,2.175000,2.109167,2.125833,1.952067,101740800
2005-02-18,2.289167,2.358333,2.225833,2.355833,2.163267,313212000
2005-02-22,2.340000,2.440833,2.319167,2.385833,2.190814,142080000
2005-02-23,2.347500,2.376667,2.270000,2.308333,2.119650,110784000
2005-02-24,2.276667,2.372500,2.276667,2.369167,2.175511,69549600
2005-02-25,2.372500,2.415833,2.346667,2.403333,2.206884,52513200
2005-02-28,2.391667,2.416667,2.370833,2.415833,2.218363,75806400
2005-03-01,2.426667,2.466667,2.385833,2.410000,2.213007,73714800
2005-03-02,2.383333,2.396667,2.325000,2.339167,2.147963,94746000
2005-03-03,2.333333,2.348333,2.273333,2.307500,2.118885,76129200
2005-03-04,2.314167,2.334167,2.278333,2.297500,2.109702,59312400
2005-03-07,2.307500,2.369167,2.291667,2.320833,2.131127,51117600
2005-03-08,2.315000,2.320000,2.188333,2.203333,2.023232,133238400
2005-03-09,2.189167,2.230000,2.139167,2.145833,1.970432,91014000
2005-03-10,2.152500,2.171667,2.110833,2.145000,1.969668,68928000
2005-03-11,2.164167,2.167500,2.077500,2.096667,1.925285,73218000
2005-03-14,2.140000,2.165000,2.125000,2.155833,1.979615,57214800
2005-03-15,2.166667,2.187500,2.110833,2.112500,1.939824,37810800
2005-03-16,2.104167,2.137500,2.075833,2.076667,1.906919,53535600
2005-03-17,2.083333,2.090833,2.050833,2.055833,1.887789,44258400
2005-03-18,2.057500,2.064167,1.976667,2.014167,1.849529,63901200
2005-03-21,2.013333,2.088333,2.000833,2.083333,1.913041,65445600
2005-03-22,2.085000,2.104167,2.038333,2.045833,1.878606,62299200
2005-03-23,2.043333,2.104167,2.039167,2.090000,1.919163,72878400
2005-03-24,2.095833,2.152500,2.092500,2.094167,1.922989,86535600
2005-03-28,2.095000,2.125000,2.050833,2.070833,1.901563,51118800
2005-03-29,2.068333,2.091667,2.015833,2.025000,1.859476,58740000
2005-03-30,2.025833,2.054167,1.955833,2.025000,1.859476,85870800
2005-03-31,2.013333,2.027500,1.970833,1.980000,1.818154,51831600
2005-04-01,2.004167,2.015833,1.949167,1.960833,1.800555,51075600
2005-04-04,1.950000,1.955833,1.905833,1.949167,1.789842,42142800
2005-04-05,1.950000,1.990833,1.903333,1.915000,1.758468,43012800
2005-04-06,1.950833,1.983333,1.937500,1.944167,1.785250,56746800
2005-04-07,1.954167,2.000000,1.920833,1.980000,1.818154,50635200
2005-04-08,1.988333,2.032500,1.950000,1.954167,1.794433,62154000
2005-04-11,1.968333,1.975000,1.910000,1.915833,1.759233,32838000
2005-04-12,1.910000,1.942500,1.867500,1.939167,1.780659,51223200
2005-04-13,1.941667,1.946667,1.845833,1.858333,1.706432,49840800
2005-04-14,1.862500,1.880000,1.836667,1.843333,1.692659,35208000
2005-04-15,1.820000,1.833333,1.762500,1.779167,1.633737,63015600
2005-04-18,1.768333,1.806667,1.758333,1.766667,1.622259,47310000
2005-04-19,1.795833,1.841667,1.787500,1.828333,1.678885,36546000
2005-04-20,1.859167,1.870833,1.770833,1.772500,1.627616,56467200
2005-04-21,1.808333,1.877500,1.792500,1.870833,1.717911,53815200
2005-04-22,1.859167,1.871667,1.831667,1.853333,1.701841,33627600
2005-04-25,1.869167,1.896667,1.860000,1.882500,1.728624,31816800
2005-04-26,1.883333,1.922500,1.835833,1.874167,1.720972,35314800
2005-04-27,1.825000,1.831667,1.765000,1.802500,1.655164,60934800
2005-04-28,1.796667,1.832500,1.779167,1.808333,1.660520,37294800
2005-04-29,1.825833,1.840000,1.743333,1.827500,1.678120,47835600
2005-05-02,1.849167,1.870000,1.793333,1.820833,1.671998,33490800
2005-05-03,1.822500,1.855833,1.803333,1.810833,1.662815,43951200
2005-05-04,1.819167,1.881667,1.813333,1.868333,1.715615,46881600
2005-05-05,1.879167,1.928333,1.869167,1.905000,1.749285,61927200
2005-05-06,1.927500,1.931667,1.883333,1.930833,1.773006,35572800
2005-05-09,1.939167,1.980000,1.927500,1.966667,1.805911,74533200
2005-05-10,1.941667,1.942500,1.868333,1.890000,1.735511,73512000
2005-05-11,1.900000,1.908333,1.855000,1.858333,1.706432,55542000
2005-05-12,1.858333,1.924167,1.856667,1.899167,1.743929,83558400
2005-05-13,2.070833,2.122500,1.983333,2.110833,1.938293,265032000
2005-05-16,2.085833,2.132500,2.085000,2.118333,1.945180,66410400
2005-05-17,2.105833,2.151667,2.104167,2.141667,1.966606,63980400
2005-05-18,2.136667,2.162500,2.114167,2.157500,1.981146,55005600
2005-05-19,2.162500,2.171667,2.129167,2.153333,1.977319,45288000
2005-05-20,2.150833,2.192500,2.125833,2.191667,2.012520,51700800
2005-05-23,2.206667,2.265000,2.200000,2.242500,2.059199,70366800
2005-05-24,2.231667,2.282500,2.220833,2.274167,2.088276,52219200
2005-05-25,2.269167,2.280833,2.223333,2.245000,2.061493,53527200
2005-05-26,2.265000,2.325833,2.260833,2.308333,2.119650,78878400
2005-05-27,2.315000,2.315000,2.269167,2.293333,2.105876,32274000
2005-05-31,2.283333,2.302500,2.220833,2.258333,2.073736,76317600
2005-06-01,2.243333,2.320833,2.216667,2.279167,2.092867,79663200
2005-06-02,2.270833,2.364167,2.270833,2.364167,2.170920,68434800
2005-06-03,2.355833,2.377500,2.333333,2.358333,2.165563,55962000
2005-06-06,2.315833,2.361667,2.314167,2.335833,2.144902,51289200
2005-06-07,2.320000,2.358333,2.270833,2.279167,2.092867,97413600
2005-06-08,2.285000,2.316667,2.239167,2.263333,2.078328,61872000
2005-06-09,2.245833,2.359167,2.243333,2.358333,2.165563,61990800
2005-06-10,2.355833,2.358333,2.315833,2.331667,2.141076,46509600
2005-06-13,2.333333,2.449167,2.326667,2.383333,2.188519,140991600
2005-06-14,2.384167,2.423333,2.167500,2.242500,2.059199,240841200
2005-06-15,2.228333,2.245833,2.147500,2.235833,2.053076,166978800
2005-06-16,2.235000,2.262500,2.202500,2.247500,2.063789,48924000
